extId__c,Churn__c,Name,Gender__c,Sentiment__c,MissingMortgagePayments__c,RetentionTeam__c,LifeStage__c
139,No,Christopher Valenzuela Vega,Male,Positive,Yes,Engaged,Retired
140,No,Jada Mcgirt,Male,Positive,No,Engaged,Single
141,No,Lucas Stettler,Female,Neutral,No,Engaged,Family
142,No,Ruwaid al-Jamal,Female,Negative,No,Engaged,Family
143,No,Cody Shute,Female,Positive,No,Engaged,Family
144,No,Emmitt Folsom,Male,Positive,Yes,Not Engaged,Family
145,No,Maleeha al-Zadeh,Male,Negative,No,Engaged,Retired
146,No,Elizabeth Benard,Female,Positive,No,Engaged,Family
147,No,Crissela Yoon,Male,Neutral,Yes,Engaged,Retired
148,No,Mone'T Starling,Male,Neutral,No,Not Engaged,Family
149,No,Andrew Womack,Male,Neutral,Yes,Engaged,Family
150,No,Parker Heimbegner,Female,Positive,No,Not Engaged,Single
151,No,Jahlisha Romero-Rough,Female,Negative,No,Engaged,Single
152,No,Michael Payne,Female,Positive,No,Engaged,Single
153,No,Jasmine Pacheco,Male,Negative,No,Engaged,Family
154,No,Damaris Grimaldo-Casados,Male,Negative,Yes,Engaged,Retired
155,No,Aaron Andrew,Female,Positive,Yes,Engaged,Family
156,No,Maazin al-Mina,Female,Positive,No,Engaged,Retired
157,No,Reynaldo Diaz,Male,Neutral,No,Not Engaged,Family
158,No,Matthew Wiersma,Male,Neutral,Yes,Not Engaged,Family
159,No,Ecstasy Green,Male,Positive,Yes,Not Engaged,Family
160,No,Marissa Urbina-Martinez,Male,Positive,No,Engaged,Retired
161,No,Dong-Keun Dinh,Female,Neutral,No,Engaged,Family
162,No,John Kniesche,Female,Positive,No,Engaged,Retired
163,No,Niki Joe,Male,Positive,Yes,Engaged,Retired
164,No,Sabiyya el-Ghattas,Male,Positive,Yes,Engaged,Retired
165,No,Jordan Dale,Female,Positive,Yes,Not Engaged,Retired
166,No,Layaali al-Anwar,Male,Negative,No,Engaged,Family
167,No,Jake Huskey,Female,Positive,No,Engaged,Retired
168,No,Luqmaan al-Fahs,Male,Positive,No,Engaged,Retired
169,No,Ivan Caldera,Female,Positive,Yes,Not Engaged,Family
170,No,Hannah Annamalai,Female,Negative,Yes,Engaged,Retired
171,No,Ariyya el-Abdalla,Male,Negative,No,Not Engaged,Single
172,No,Travis John,Female,Positive,Yes,Engaged,Retired
173,No,Kayla Begay,Male,Neutral,Yes,Engaged,Single
174,No,Micah Mcwee,Female,Negative,No,Engaged,Retired
175,No,Yichen Chui,Female,Negative,Yes,Engaged,Retired
176,No,Sydney Guillory,Male,Neutral,No,Not Engaged,Family
177,No,Sheldon Neal,Male,Positive,Yes,Engaged,Family
178,No,David Smullen,Female,Positive,Yes,Engaged,Family
179,No,Shawqi al-Hosein,Male,Positive,No,Not Engaged,Family
180,No,Micayla Martinez,Male,Positive,Yes,Engaged,Family
181,No,Nico Begay,Female,Positive,Yes,Not Engaged,Family
182,No,Aleia Barela,Male,Negative,No,Not Engaged,Family
183,No,Angelo Ybarra,Male,Positive,No,Engaged,Family
184,No,Raakaan al-Rais,Male,Neutral,No,Not Engaged,Retired
185,No,Badruddeen el-Fahmy,Male,Neutral,Yes,Engaged,Single
186,No,Kaci Birch,Male,Negative,Yes,Not Engaged,Retired
187,No,Lauren Atencio,Female,Neutral,Yes,Engaged,Retired
188,No,Moriah Gonzalez,Male,Positive,No,Engaged,Retired
189,No,Ezra Murphy,Male,Negative,No,Engaged,Single
190,No,Donovan Okocha,Female,Positive,Yes,Not Engaged,Family
191,No,Brandon Thomas,Female,Positive,No,Engaged,Single
192,No,Amber Denicola,Male,Positive,Yes,Not Engaged,Retired
193,No,Nathan Sherpa,Female,Neutral,Yes,Engaged,Family
194,No,Nikki Cummings,Male,Neutral,No,Not Engaged,Single
195,No,Najaat al-Hashem,Female,Neutral,No,Not Engaged,Retired
196,No,Neeshaan al-Saleh,Female,Positive,Yes,Not Engaged,Family
197,No,Rakshmai Kennedy,Female,Positive,No,Engaged,Single
198,No,Tara Adler,Female,Negative,No,Engaged,Family
199,No,Jhana Yan,Female,Positive,No,Engaged,Family
200,No,Lynssie Yeon,Female,Positive,Yes,Engaged,Family
201,No,Jamaal el-Sylla,Male,Positive,No,Engaged,Family
202,No,Cody Stegall,Male,Neutral,Yes,Engaged,Family
203,No,Daleel el-Jaber,Female,Neutral,Yes,Engaged,Retired
204,No,Chelsea Tran,Female,Positive,No,Engaged,Family
205,No,Anh Eydi Shahroodi,Male,Neutral,Yes,Engaged,Single
206,No,Aadam el-Habib,Male,Neutral,No,Engaged,Retired
207,No,Shay Brown,Male,Negative,Yes,Not Engaged,Family
208,No,Elijah Mensah,Male,Positive,No,Engaged,Family
209,No,Mark Holeso,Male,Neutral,Yes,Engaged,Retired
210,No,Emily Malik,Female,Neutral,Yes,Not Engaged,Retired
211,No,Jordan Cabrera,Female,Positive,Yes,Not Engaged,Single
212,No,Maria Lucero,Male,Positive,No,Engaged,Family
213,No,Sahheeda el-Nazir,Male,Negative,Yes,Engaged,Single
214,No,Alisha Duran,Female,Negative,No,Not Engaged,Family
215,No,Kevin Vigil,Female,Positive,Yes,Engaged,Retired
216,No,Darius Foster,Male,Positive,Yes,Engaged,Family
217,No,Brianna Brown,Male,Neutral,No,Engaged,Family
218,No,Karlee Moore,Male,Neutral,No,Engaged,Single
219,No,Aatika el-Mahdi,Female,Negative,Yes,Engaged,Retired
220,No,Taaj el-Morad,Male,Positive,No,Engaged,Family
221,No,Teryl Blackbear,Male,Positive,No,Not Engaged,Family
222,No,Leah Griego IV,Male,Neutral,Yes,Engaged,Family
223,No,Adrian Babonoyaba Rodriguez,Female,Positive,No,Not Engaged,Retired
224,No,Zoe Mcwilliams,Male,Negative,Yes,Not Engaged,Retired
225,No,Salwa el-Hashem,Male,Negative,No,Engaged,Family
226,No,Melvin Manriquez,Male,Positive,Yes,Engaged,Family
227,No,Brandon Nichols,Female,Positive,No,Engaged,Single
228,No,Juwan Burgess,Male,Neutral,Yes,Not Engaged,Retired
229,No,Abyad al-Saeed,Female,Neutral,No,Not Engaged,Family
230,No,Steven Xue,Male,Positive,Yes,Engaged,Single
231,No,Austin Siewiyumptewa,Male,Positive,No,Engaged,Retired
232,No,Najwa al-Abbasi,Female,Positive,No,Not Engaged,Retired
233,No,Adeeba al-Jaffer,Female,Neutral,No,Not Engaged,Family
234,No,Nafeesa el-Omer,Female,Negative,No,Engaged,Retired
235,No,Vyncynt Polk,Male,Neutral,Yes,Engaged,Single
236,No,Joshua Dudash,Male,Neutral,Yes,Engaged,Retired
237,No,Muneera al-Bacho,Female,Positive,Yes,Not Engaged,Family
238,No,Nickolas Aulakh,Female,Neutral,No,Engaged,Family
239,No,Erick Jimenez Rocha,Male,Neutral,No,Engaged,Retired
240,No,Benjamin Murphy,Male,Positive,Yes,Engaged,Single
241,No,Kyle Barker,Male,Negative,Yes,Engaged,Retired
242,No,Bruce Dove,Female,Positive,No,Not Engaged,Single
243,No,Allison Bagby,Female,Neutral,No,Not Engaged,Family
244,No,Massiel Marmolejo,Male,Negative,Yes,Not Engaged,Single
245,No,Mustaba al-Rahaim,Female,Negative,No,Not Engaged,Family
246,No,Edna Le,Male,Negative,No,Not Engaged,Family
247,No,Samantha Clingan,Male,Neutral,No,Engaged,Retired
248,No,Jorge Guerrero,Female,Positive,Yes,Not Engaged,Family
249,No,Michael Maki,Male,Positive,No,Not Engaged,Family
250,No,Hafsa al-Hatem,Male,Negative,No,Not Engaged,Family
251,No,Morgan Romero,Male,Positive,No,Engaged,Family
252,No,Daniele Koenig,Male,Negative,Yes,Not Engaged,Family
253,No,Brandon Rowe,Male,Negative,Yes,Engaged,Retired
254,No,Ubaida el-Yusuf,Female,Positive,Yes,Engaged,Family
255,No,Tia Bobb,Female,Neutral,No,Engaged,Single
256,No,Maimoona al-Fayad,Female,Positive,Yes,Engaged,Family
257,No,Sonja Hazlehurst,Female,Positive,No,Engaged,Single
258,No,Amaan el-Rahimi,Female,Positive,Yes,Engaged,Retired
259,No,Justin Camacho,Female,Neutral,No,Engaged,Retired
260,No,Zane O Brien,Male,Positive,Yes,Engaged,Family
261,No,Lia Batorgil,Male,Negative,Yes,Engaged,Family
262,No,Madison Krieger,Female,Neutral,No,Engaged,Retired
263,No,Alexia Jaramillo,Male,Positive,No,Not Engaged,Family
264,No,Justin Leonard,Female,Positive,No,Engaged,Family
265,No,Jack Thompson,Male,Neutral,No,Not Engaged,Single
266,No,Misty Carlson,Female,Negative,No,Engaged,Retired
267,No,Burhaan al-Akhter,Female,Positive,No,Engaged,Family
268,No,Christine Godina,Male,Neutral,No,Not Engaged,Single
269,No,Kami Etsitty,Male,Neutral,No,Not Engaged,Family
270,No,Emily Francis,Male,Neutral,Yes,Engaged,Family
271,No,Zaire Jennings,Male,Neutral,Yes,Not Engaged,Single
272,No,Firdaus el-Ayub,Female,Positive,Yes,Engaged,Retired
273,No,Dayan Lopez,Male,Negative,No,Engaged,Single
274,No,Luigi Dunlap,Female,Positive,Yes,Engaged,Single
275,No,Johnpaul Darity,Female,Positive,No,Engaged,Single
276,No,Kalara Pappas,Male,Neutral,Yes,Not Engaged,Single
277,No,Anna Connor,Male,Negative,Yes,Not Engaged,Family
278,No,Komijen Yee,Male,Positive,Yes,Engaged,Single
279,No,Elijah Medina,Male,Positive,No,Not Engaged,Family
280,No,Bobbie Shepherd,Female,Neutral,No,Not Engaged,Family
281,No,Dylan Mcniff,Female,Positive,No,Engaged,Family
282,No,Ariel Garcia Lozano,Female,Positive,No,Not Engaged,Family
283,No,Amber Merriweather,Female,Positive,No,Engaged,Retired
284,No,Leonarda Goode,Female,Neutral,No,Engaged,Retired
285,No,London Emmerling,Female,Negative,No,Not Engaged,Family
286,No,Warren Revello,Female,Positive,No,Engaged,Family
287,No,Jesse Redmond,Male,Positive,Yes,Not Engaged,Family
288,No,Bishr al-Shafi,Female,Positive,No,Engaged,Single
289,No,Nuha al-Sawaya,Male,Positive,Yes,Not Engaged,Family
290,No,Abhinav An,Female,Neutral,Yes,Not Engaged,Retired
291,No,Alizi Hendrix,Female,Positive,Yes,Engaged,Retired
292,No,Abyad al-Kamara,Female,Positive,No,Engaged,Single
293,No,Edgar Guerrero,Male,Positive,Yes,Not Engaged,Retired
294,No,Sara Brown,Female,Positive,No,Not Engaged,Family
295,No,Shan Hsu,Male,Negative,Yes,Engaged,Retired
296,No,Peter Johnson,Male,Positive,No,Not Engaged,Family
297,No,Daulton Pshichenko,Male,Negative,No,Engaged,Family
298,No,Ruqayya al-Baddour,Female,Negative,Yes,Engaged,Single
299,No,Chelsea Trejo,Female,Negative,No,Not Engaged,Retired
300,No,Trai Dodds,Male,Positive,No,Engaged,Single
301,No,Amanda Alemayehu,Male,Positive,Yes,Engaged,Single
302,No,Jacob Mcbride,Female,Neutral,Yes,Not Engaged,Family
303,No,Ruby Verde,Male,Negative,No,Engaged,Family
304,No,Walter Wu,Female,Negative,Yes,Engaged,Family
305,No,Varun Smith,Male,Neutral,Yes,Engaged,Single
306,No,Ethan Goertzen,Male,Positive,Yes,Engaged,Single
307,No,Alec Maestas,Female,Positive,No,Not Engaged,Retired
308,No,Nigel Chamblin,Male,Neutral,No,Engaged,Family
309,No,Dhaakir el-Farooq,Female,Positive,Yes,Engaged,Retired
310,No,Cassandra Villegas,Female,Positive,Yes,Not Engaged,Single
311,No,Kawehi Rea,Female,Negative,Yes,Engaged,Family
312,No,Domonique Escobedo,Female,Positive,Yes,Engaged,Family
313,No,Autumn Leclaire,Male,Positive,Yes,Not Engaged,Retired
314,No,Rose Etzenhouser,Female,Negative,No,Engaged,Retired
315,No,Adam Gonzalez Martinez,Female,Positive,Yes,Not Engaged,Family
316,No,Jonathan Irwin,Male,Positive,Yes,Not Engaged,Single
317,No,Nhi Faamausili,Female,Positive,No,Engaged,Family
318,No,Isaac Wolfchief,Female,Positive,No,Not Engaged,Family
319,No,Marcus Coyote,Male,Neutral,No,Engaged,Family
320,No,Mikal Barnes,Male,Negative,Yes,Not Engaged,Family
321,No,Benigno Figueroa,Male,Positive,No,Engaged,Single
322,No,Nicolas Gonzalez,Female,Negative,Yes,Not Engaged,Single
323,No,Luaci Quidachay,Male,Positive,No,Engaged,Family
324,No,Samantha Conway,Female,Positive,No,Not Engaged,Family
325,No,Megan Smith,Male,Positive,No,Not Engaged,Single
326,No,Naseem al-Islam,Male,Positive,No,Not Engaged,Family
327,No,Katrina Iron Cloud,Male,Neutral,No,Engaged,Family
328,No,Shelbi King,Male,Neutral,No,Engaged,Family
329,No,Christian Burcher,Female,Positive,Yes,Engaged,Family
330,No,Omar Flores,Male,Neutral,Yes,Engaged,Family
331,No,Nicole Redhorse,Female,Positive,Yes,Engaged,Family
332,No,Hamaama el-Rafiq,Female,Neutral,No,Not Engaged,Family
333,No,Connie Mcadams,Male,Positive,No,Not Engaged,Retired
334,No,Cierra Paxtonlyon,Male,Positive,No,Not Engaged,Retired
335,No,Kingsley Holdridge,Female,Neutral,No,Not Engaged,Family
336,No,Torrey Kim,Male,Positive,No,Not Engaged,Retired
337,No,Colton Lovald,Female,Positive,No,Not Engaged,Retired
338,No,Kelvin Hornbuckle,Male,Neutral,No,Not Engaged,Family
339,No,Jeffrey Roe-Miller,Male,Negative,No,Engaged,Retired
340,No,Biyancah Gay,Female,Positive,No,Engaged,Retired
341,No,David Avila,Female,Neutral,Yes,Engaged,Retired
342,No,Chae Weon Fitzsimmons,Male,Neutral,Yes,Not Engaged,Retired
343,No,Myles Faulkner,Female,Neutral,No,Engaged,Single
344,No,Keyin Spence,Male,Neutral,No,Not Engaged,Single
345,No,Timothy Albani-Burgio,Female,Negative,No,Not Engaged,Retired
346,No,Jacob Miller,Male,Negative,Yes,Engaged,Family
347,No,Edgar Pasillas Rocha,Female,Positive,No,Not Engaged,Single
348,No,Darius Florez,Female,Positive,No,Engaged,Single
349,No,Idrianna Montrey,Female,Neutral,Yes,Engaged,Family
350,No,Sultana el-Miah,Female,Positive,Yes,Not Engaged,Family
351,No,Mubashshir el-Shabazz,Female,Neutral,No,Engaged,Retired
352,No,Benjamin Belveal,Female,Positive,No,Engaged,Retired
353,No,Sonia Ramirez-Cervantes,Female,Positive,No,Engaged,Family
354,No,Alex Grasmick,Male,Neutral,No,Not Engaged,Family
355,No,Raelynn Ranaldi,Female,Positive,Yes,Engaged,Retired
356,No,Luqmaan el-Ramadan,Female,Positive,Yes,Engaged,Family
357,No,Alexandra Mewhinney,Female,Neutral,Yes,Not Engaged,Family
358,No,Jordan Johnson,Male,Neutral,No,Engaged,Single
359,No,Jason Kirby,Male,Positive,Yes,Not Engaged,Single
360,No,Raita al-Nour,Male,Positive,No,Not Engaged,Single
361,No,Isaiah Lopez,Male,Positive,No,Not Engaged,Family
362,No,Ruedi Nelson,Male,Negative,No,Engaged,Family
363,No,Melinda Warat,Male,Neutral,No,Engaged,Family
364,No,Mesha Tootle-Lewis,Male,Neutral,No,Not Engaged,Family
365,No,Alex Morua,Male,Negative,No,Engaged,Retired
366,No,Gage Ross,Male,Negative,Yes,Engaged,Single
367,No,Victor Sawyer,Female,Neutral,No,Engaged,Family
368,No,Bassaam el-Naderi,Female,Positive,No,Engaged,Single
369,No,Marquille German,Female,Neutral,Yes,Engaged,Family
370,No,Michaela Street,Female,Positive,Yes,Engaged,Single
371,No,Laura Baca,Male,Neutral,No,Not Engaged,Family
372,No,Andrea Fuentes,Male,Positive,No,Engaged,Retired
373,No,Olivia Bristow,Male,Neutral,Yes,Not Engaged,Family
374,No,Tatiana Boyd,Male,Positive,No,Engaged,Retired
375,No,Adam Garcia,Female,Neutral,No,Engaged,Single
376,No,Jonathan Gilbert,Female,Neutral,Yes,Not Engaged,Family
377,No,Stephanie Diaz,Male,Negative,Yes,Not Engaged,Retired
378,No,Cy Kerns,Male,Positive,No,Not Engaged,Family
379,No,Phillip Bowman,Male,Positive,Yes,Not Engaged,Family
380,No,Michael Ketchum,Female,Neutral,Yes,Not Engaged,Retired
381,No,Nycole Fitzmier,Male,Neutral,No,Engaged,Family
382,No,Ashleigh Ruvalcaba,Female,Negative,Yes,Not Engaged,Single
383,No,Hannah Thao,Male,Positive,No,Engaged,Retired
384,No,Jalen Wiggins,Male,Neutral,Yes,Engaged,Family
385,No,Dakota Shaw Jr,Male,Positive,Yes,Not Engaged,Family
386,No,Jacob Hernandez,Male,Positive,Yes,Engaged,Retired
387,No,Timothy Reynolds,Male,Negative,Yes,Not Engaged,Family
388,No,Brandi Kreul,Female,Positive,Yes,Engaged,Family
389,No,Daveion Schaffer,Male,Neutral,No,Not Engaged,Family
390,No,Jasmine Gonzales,Female,Positive,Yes,Not Engaged,Retired
391,No,Allison Bauer,Female,Negative,No,Engaged,Family
392,No,Orion Torres,Female,Positive,No,Engaged,Family
393,No,Kayla Perez,Male,Neutral,No,Not Engaged,Family
394,No,Sade Davis,Male,Neutral,No,Engaged,Retired
395,No,Claire Prewitt,Male,Positive,Yes,Engaged,Single
396,No,Dulguun Sayasane,Female,Neutral,No,Engaged,Family
397,No,Ernesto Gamez Barraza,Male,Positive,Yes,Not Engaged,Retired
398,No,Priscilla Little,Male,Positive,No,Engaged,Family
399,No,Deshant Arrington,Male,Neutral,No,Engaged,Family
400,No,Hector Miramontes-Olivas,Male,Positive,No,Engaged,Family
401,No,Noe Renteria,Male,Positive,Yes,Engaged,Family
402,No,Summer Gallegos,Male,Positive,No,Not Engaged,Retired
403,No,Reece Ledesma,Female,Positive,Yes,Not Engaged,Family
404,No,Phong Lowe,Female,Positive,Yes,Engaged,Family
405,No,Linh Maddocks,Male,Neutral,No,Engaged,Retired
406,No,Adam Theiss,Male,Positive,No,Engaged,Family
407,No,Jaquon Green-Bey,Male,Positive,No,Not Engaged,Family
408,No,Meghan Herring,Female,Neutral,Yes,Engaged,Retired
409,No,Sky Crowley,Male,Neutral,No,Engaged,Retired
410,No,Hannah Velez,Female,Positive,No,Engaged,Family
411,No,Mario Scott,Male,Neutral,No,Engaged,Retired
412,No,Ameera el-Shaban,Male,Positive,No,Not Engaged,Single
413,No,Dalayah Curtis,Female,Negative,No,Not Engaged,Single
414,No,Alexander Brown,Female,Positive,No,Not Engaged,Retired
415,No,Zaki al-Ismail,Female,Negative,No,Engaged,Family
416,No,Justine Bledsoe,Female,Negative,No,Engaged,Retired
417,No,Mudrika al-Malik,Female,Positive,No,Engaged,Single
418,No,Jamie Olson,Male,Negative,No,Not Engaged,Family
419,No,Laura Hernandez,Female,Neutral,No,Not Engaged,Single
420,No,Rebecca Dunkin,Male,Positive,Yes,Engaged,Single
421,No,Bianca Long,Male,Positive,Yes,Not Engaged,Family
422,No,Samantha Hernandez,Female,Neutral,No,Not Engaged,Retired
423,No,Haamid el-Abdou,Female,Positive,Yes,Not Engaged,Family
424,No,Lucero Bailon,Male,Negative,No,Engaged,Single
425,No,Justin Gibbs,Female,Negative,Yes,Engaged,Family
426,No,Ghaidaa el-Rais,Female,Neutral,No,Not Engaged,Retired
427,No,Aakif al-Burki,Male,Positive,Yes,Engaged,Single
428,No,Zayra Reyes,Female,Negative,No,Not Engaged,Family
429,No,Madison Lauer,Male,Neutral,Yes,Engaged,Family
430,No,Tharwa al-Aboud,Female,Positive,No,Not Engaged,Single
431,No,Melissa Zarat,Male,Negative,Yes,Engaged,Family
432,No,Faadi el-Riaz,Male,Negative,No,Engaged,Family
433,No,Derrick Corley,Female,Negative,No,Engaged,Family
434,No,Joseph Graham,Male,Neutral,No,Engaged,Family
435,No,Austin Wilson,Female,Positive,Yes,Engaged,Single
436,No,Afeef el-Amara,Male,Positive,No,Not Engaged,Single
437,No,Brandon Summa,Male,Positive,No,Not Engaged,Family
438,No,Muneeb al-Rayes,Male,Neutral,Yes,Engaged,Family
439,No,Jamez Beverly,Male,Negative,No,Engaged,Family
440,No,Kara Tran,Male,Positive,No,Not Engaged,Family
441,No,Cecelia Vigil,Female,Positive,No,Not Engaged,Retired
442,No,Lydia Posey,Female,Negative,No,Not Engaged,Family
443,No,Jeremy Reddy,Male,Positive,No,Engaged,Family
444,No,Rajae Williams,Female,Positive,Yes,Engaged,Family
445,No,Quinn Turner,Female,Positive,No,Not Engaged,Family
446,No,Michael Koch,Female,Positive,No,Not Engaged,Single
447,No,Olivia Iantorno,Female,Positive,No,Not Engaged,Family
448,No,Devin Cardoza,Male,Negative,Yes,Engaged,Family
449,No,Mckenzie Giron-Veliz,Female,Negative,Yes,Not Engaged,Family
450,No,Annnees al-Hanif,Male,Neutral,No,Engaged,Retired
451,No,Sharon Mondia,Male,Positive,No,Engaged,Family
452,No,Jordan Battle,Female,Positive,No,Not Engaged,Single
453,No,Kristen Gerber,Male,Neutral,No,Engaged,Family
454,No,Danica Gast,Male,Neutral,No,Engaged,Family
455,No,Joseph Tress,Male,Positive,Yes,Engaged,Family
456,No,Tiffany Wong,Female,Negative,No,Engaged,Single
457,No,Maria Samuels,Female,Positive,No,Engaged,Family
458,No,Sierra Kim,Female,Positive,Yes,Engaged,Retired
459,No,Simone Line Bell,Female,Positive,Yes,Engaged,Family
460,No,Jory Algien,Female,Positive,No,Engaged,Family
461,No,Wajeeha al-Younes,Male,Positive,No,Engaged,Retired
462,No,Matthew Howe,Female,Neutral,No,Engaged,Family
463,No,Xee Forrey,Male,Positive,No,Not Engaged,Single
464,No,Sara Nguyen,Female,Positive,No,Not Engaged,Single
465,No,Ryan Gallegos,Female,Neutral,No,Not Engaged,Single
466,No,Trenae Scott,Female,Negative,No,Engaged,Single
467,No,Tahleela el-Ashraf,Male,Positive,Yes,Not Engaged,Retired
468,No,Parris Young,Female,Neutral,Yes,Engaged,Family
469,No,Tiffany Cuevas-Gonzalez,Female,Neutral,Yes,Engaged,Family
470,No,Richard Chavez,Female,Negative,Yes,Not Engaged,Retired
471,No,Katherine Rackliff,Female,Negative,No,Engaged,Single
472,No,Van Nguyen,Female,Positive,No,Not Engaged,Single
473,No,Amarjargal Her,Male,Negative,No,Engaged,Single
474,No,Ty Darnell,Female,Positive,Yes,Not Engaged,Family
475,No,Quinton Slay,Female,Positive,Yes,Engaged,Retired
476,No,Janet Meraz-Cadena,Female,Neutral,Yes,Engaged,Retired
477,No,Amy Lee,Female,Negative,No,Not Engaged,Retired
478,No,Matthew Zeissler,Male,Positive,Yes,Engaged,Retired
479,No,Abdul Haadi al-Abdo,Female,Neutral,No,Engaged,Family
480,No,Sumaita el-Amir,Female,Positive,No,Not Engaged,Family
481,No,Bryanna Murtari,Male,Negative,No,Engaged,Family
482,No,Ana Conklin,Male,Positive,No,Engaged,Family
483,No,Reneva Ogbazghi,Female,Neutral,Yes,Engaged,Family
484,No,James Yarian,Male,Negative,Yes,Engaged,Family
485,No,Ramalaan al-Sattar,Male,Positive,No,Engaged,Single
486,No,Brandon Ison,Male,Neutral,No,Engaged,Single
487,No,Mahboob el-Tahir,Female,Positive,No,Not Engaged,Family
488,No,Araceli Gonzales,Male,Positive,No,Engaged,Family
489,No,Ethen Eagle,Female,Positive,Yes,Not Engaged,Family
490,No,Natalie Mascarenas,Male,Negative,No,Not Engaged,Family
491,No,Kabunda Johnson,Male,Positive,Yes,Engaged,Single
492,No,Hannah Burke,Female,Positive,No,Engaged,Family
493,No,Jessica Aikens,Male,Neutral,No,Not Engaged,Single
494,No,Chance Leggett,Female,Positive,Yes,Engaged,Family
495,No,Ramza al-Ghazi,Male,Positive,No,Engaged,Family
496,No,Marvin Matthews,Male,Positive,No,Not Engaged,Retired
497,No,Codee Bouck,Female,Positive,No,Engaged,Single
498,No,Randy Nguyen,Female,Neutral,Yes,Not Engaged,Family
499,No,Fabian Bray Jr,Female,Positive,No,Engaged,Single
500,No,Gerald Hooks,Female,Neutral,No,Engaged,Family
501,No,Dominque Baca,Male,Positive,No,Engaged,Family
502,No,Omar Gomez,Female,Neutral,Yes,Not Engaged,Retired
503,No,Roberto Ponce,Female,Neutral,No,Not Engaged,Family
504,No,Coob Nguyen,Male,Negative,No,Engaged,Retired
505,No,Jacob Tarr,Male,Neutral,No,Engaged,Retired
506,No,Chuck Camacho,Female,Neutral,No,Not Engaged,Single
507,No,Samuel So,Male,Neutral,No,Not Engaged,Family
508,No,Jaime Savage,Male,Negative,Yes,Not Engaged,Family
509,No,Hannah Davis,Male,Positive,Yes,Not Engaged,Retired
510,No,Nguyet Patel,Male,Positive,Yes,Engaged,Family
511,No,Tyler Jacket,Female,Positive,No,Not Engaged,Retired
512,No,Rose Herrington,Male,Negative,No,Not Engaged,Retired
513,No,Faatih al-Galla,Male,Positive,Yes,Engaged,Family
514,No,Alexandra Ramos,Male,Negative,No,Engaged,Family
515,No,Zackarie Warren,Female,Neutral,No,Not Engaged,Retired
516,No,Lizett Canez,Female,Neutral,Yes,Engaged,Retired
517,No,Maxwell Leininger,Female,Neutral,Yes,Not Engaged,Family
518,No,Abdul Qayyoom al-Fayad,Female,Neutral,Yes,Not Engaged,Family
519,No,Alexander Fabian,Male,Positive,Yes,Engaged,Family
520,No,Dillon Phillips,Male,Positive,No,Engaged,Family
521,No,Dillon Graebel,Female,Neutral,Yes,Not Engaged,Family
522,No,Jaque Merz,Male,Neutral,Yes,Not Engaged,Family
